ATC4;l_atc4;age;sexe;BEN_REG;PSP_SPE;nbc;REM;BSE;BOITES
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;53;1;27;1.771,45;1.904,04;387
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;53;90;58;1.173,05;1.398,83;379
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;53;99;16;422,68;515,27;105
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;75;1;14;547,10;644,52;131
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;75;42;25;1.030,94;1.072,73;219
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;75;90;35;1.184,77;1.248,35;254
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;75;99;36;806,79;919,98;429
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;76;1;63;2.745,84;2.984,99;747
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;76;7;11;371,72;380,13;79
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;76;42;14;557,85;586,39;121
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;76;90;66;2.218,99;2.346,59;569
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;76;99;27;728,19;764,46;231
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;84;1;50;1.318,56;1.444,92;296
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;84;7;22;657,56;693,72;141
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;84;42;50;1.910,44;2.086,08;424
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;84;90;98;3.026,56;3.401,00;800
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;84;99;34;477,65;559,90;222
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;93;1;35;1.051,01;1.189,10;243
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;93;42;33;857,49;974,52;370
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;93;90;28;460,66;548,46;169
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;93;99;43;617,63;749,46;198
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;99;1;52;1.417,65;1.593,36;275
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;99;90;158;3.860,71;4.396,79;981
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;1;99;99;201;2.738,35;3.364,42;1059
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;5;1;40;71,12;237,08;43
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;5;7;25;45,23;150,78;28
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;5;99;83;524,81;784,78;177
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;1;81;284,03;535,95;117
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;7;346;889,14;1.831,40;585
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;12;33;62,42;131,40;55
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;42;16;66,82;100,92;58
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;90;541;6.484,06;8.190,56;1910
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;11;99;121;1.231,56;1.597,48;378
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;24;7;14;19,31;64,35;15
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;24;90;44;1.095,32;1.245,51;225
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;24;99;109;333,50;688,67;157
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;27;1;30;45,64;152,13;35
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;27;7;62;102,36;314,21;77
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;27;90;66;1.606,13;1.828,89;366
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;27;99;24;285,01;335,43;73
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;28;1;25;29,61;93,93;25
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;28;7;12;16,54;47,70;15
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;28;90;128;977,76;1.380,39;340
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;28;99;153;478,71;927,87;278
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;32;1;73;253,52;522,95;122
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;32;7;61;89,70;292,63;73
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;32;90;240;5.275,03;6.344,52;1327
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;32;99;80;944,32;1.277,60;298
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;44;1;40;58,54;195,14;45
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;44;7;127;383,73;738,12;237
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;44;90;129;1.895,45;2.331,78;576
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;44;99;121;654,48;985,27;403
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;52;1;32;41,81;139,36;35
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;52;7;39;56,02;180,12;46
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;52;90;39;221,85;276,66;159
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;52;99;121;1.147,68;1.669,85;329
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;53;1;24;107,22;167,13;36
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;53;7;12;39,67;59,16;34
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;53;90;80;397,06;502,83;214
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;53;99;113;636,76;1.001,52;222
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;75;1;61;83,74;279,12;70
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;75;7;86;187,54;470,33;112
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;75;90;140;2.209,45;2.637,74;579
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;75;99;136;1.166,88;1.555,39;394
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;76;1;70;301,69;595,00;135
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;76;7;87;168,26;443,30;106
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;76;90;168;2.486,62;3.191,62;681
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;76;99;77;657,09;849,70;228
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;84;1;75;127,68;365,53;88
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;84;7;60;114,35;286,78;76
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;84;90;249;4.199,63;4.900,18;1120
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;84;98;16;23,17;77,22;18
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;84;99;119;781,30;1.115,56;275
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;93;1;85;341,81;569,27;128
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;93;7;159;287,58;772,00;198
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;93;90;134;1.658,26;1.941,96;451
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;93;99;122;514,71;793,15;290
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;99;1;34;69,06;152,02;56
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;99;7;34;88,09;178,39;75
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;99;90;277;9.705,10;11.024,52;1909
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;0;2;99;99;124;1.348,92;1.740,08;455
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;5;1;55;2.017,05;2.389,72;421
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;5;5;18;144,30;222,00;36
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;5;42;44;1.925,20;2.054,75;415
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;5;90;53;1.413,45;1.581,67;394
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;5;99;22;487,14;549,10;247
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;1;1175;52.458,42;56.437,57;13780
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;7;223;6.979,34;7.550,72;2914
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;17;12;134,32;137,76;28
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;42;425;17.939,12;19.617,62;5529
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;90;1461;55.239,71;62.918,54;15806
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;11;99;290;5.236,83;6.074,24;1470
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;24;1;113;5.004,01;5.345,78;1384
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;24;42;143;8.899,07;9.420,02;2118
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;24;90;118;4.914,75;5.171,35;1300
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;24;99;72;2.387,38;2.585,61;719
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;27;1;108;3.702,48;4.061,74;1023
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;27;42;157;6.928,41;7.662,80;1738
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;27;90;133;3.713,52;4.269,73;1060
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;27;99;23;929,35;1.014,43;189
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;1;190;8.542,30;9.120,07;2129
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;7;14;407,94;464,58;267
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;9;17;427,79;467,40;95
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;42;152;4.735,77;5.043,06;1580
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;90;198;5.836,92;6.288,41;1774
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;28;99;14;754,30;774,84;132
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;32;1;565;29.067,41;31.527,10;6599
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;32;7;40;1.028,12;1.159,56;480
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;32;42;185;7.829,05;8.547,21;1888
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;32;90;329;12.013,18;13.469,27;2933
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;32;99;70;1.360,83;1.515,91;369
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;44;1;281;10.170,63;11.623,03;2724
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;44;7;37;1.055,95;1.194,72;354
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;44;42;277;11.193,59;12.011,64;3588
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;44;90;368;14.886,11;17.270,51;4134
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;44;99;67;1.433,17;1.621,24;332
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;52;1;272;10.670,79;11.607,86;2601
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;52;7;11;335,91;370,62;213
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;52;42;232;8.273,96;8.785,99;1916
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;52;90;316;13.978,60;14.786,68;3314
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;52;99;68;1.330,88;1.470,76;372
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;53;1;342;22.453,14;24.128,82;5116
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;53;7;11;226,98;278,82;62
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;53;42;103;3.885,16;4.195,11;926
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;53;90;344;16.336,08;17.519,64;4013
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;53;99;49;1.515,06;1.715,01;351
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;75;1;325;12.861,87;13.826,38;3299
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;75;7;40;1.682,79;1.802,28;758
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;75;42;235;10.020,15;10.561,06;2463
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;75;90;304;11.877,38;12.587,00;2926
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;75;99;65;1.452,17;1.603,66;448
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;76;1;629;33.394,59;34.903,51;8536
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;76;7;101;3.579,63;3.823,89;907
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;76;42;288;13.366,87;13.953,82;3299
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;76;90;402;14.022,56;15.262,19;3504
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;76;99;125;2.775,37;3.017,26;774
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;84;1;437;18.184,21;19.729,97;4475
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;84;7;96;3.859,37;4.254,00;1224
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;84;42;407;17.027,32;18.565,59;4095
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;84;90;631;26.344,01;28.905,14;6547
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;84;99;130;1.684,58;1.987,20;414
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;93;1;375;15.172,21;16.810,52;4113
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;93;42;203;8.618,00;9.341,48;2744
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;93;90;303;9.088,09;10.391,49;2579
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;93;99;105;1.974,62;2.266,92;639
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;99;1;260;6.755,10;7.706,07;1701
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;99;7;45;75,62;188,42;48
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;99;42;36;831,40;951,86;431
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;99;90;185;4.317,95;4.835,22;1061
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;1;99;99;98;1.811,72;2.338,90;444
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;0;1;29;364,45;557,05;89
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;0;7;25;195,18;300,27;50
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;0;90;50;409,02;629,26;143
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;0;98;11;47,30;157,65;28
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;0;99;65;389,79;763,66;163
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;1;4747;30.202,10;59.363,62;11050
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;4;175;727,39;1.719,27;323
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;5;73;1.139,12;1.743,09;288
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;6;12;111,27;153,43;24
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;7;6819;43.667,08;83.568,16;17792
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;12;11;97,29;156,53;25
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;15;16;106,94;164,52;26
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;42;50;886,82;995,45;198
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;90;3843;28.164,31;48.649,72;11581
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;98;235;704,11;1.734,34;302
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;5;99;291;2.040,37;3.349,90;805
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;1;28107;196.819,87;335.575,56;78923
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;2;169;698,97;1.252,67;335
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;3;324;1.576,48;2.659,63;631
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;4;2340;9.372,23;19.842,18;5116
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;5;751;3.063,43;5.750,99;1422
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;6;452;1.805,13;3.061,61;788
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;7;88385;624.735,39;1.106.957,29;274160
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;8;233;880,40;1.653,42;414
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;9;686;5.842,27;9.020,88;1957
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;11;249;852,85;1.574,72;388
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;12;321;1.341,29;2.369,34;626
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;13;93;366,30;625,52;159
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;14;225;928,32;1.542,48;399
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;15;618;2.515,56;4.304,60;1025
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;17;514;2.495,44;4.040,64;954
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;18;60;190,38;323,29;89
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;19;485;2.001,20;3.422,57;816
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;31;41;106,30;242,88;56
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;32;79;370,53;520,63;136
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;35;68;323,64;517,85;109
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;37;44;231,42;401,64;85
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;38;18;69,86;100,92;58
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;42;2019;24.562,21;34.061,45;8709
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;90;45036;323.836,10;522.788,00;136272
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;98;1171;2.967,52;7.370,03;1809
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;11;99;781;6.584,68;9.922,72;2192
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;1;5214;39.496,47;70.863,15;16251
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;3;11;96,23;145,70;30
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;4;169;506,47;1.231,30;312
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;5;36;161,93;283,89;60
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;6;12;30,71;43,50;25
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;7;9419;64.058,41;117.568,86;28252
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;12;23;93,00;132,24;76
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;15;37;133,55;223,90;77
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;17;15;214,14;270,96;56
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;42;445;5.893,83;8.123,10;2202
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;90;5684;38.935,47;62.933,40;17825
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;98;532;1.407,34;3.980,07;944
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;24;99;493;4.259,91;6.587,42;1380
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;1;5890;44.220,55;77.196,94;17566
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;4;145;453,74;1.209,05;277
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;6;69;363,08;619,74;173
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;7;10056;65.916,08;121.786,00;28166
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;15;34;151,55;252,60;57
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;17;11;89,79;132,84;27
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;42;231;3.429,65;4.489,48;1144
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;90;7950;53.621,78;90.843,05;23835
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;98;609;1.374,88;4.099,54;1015
G03CA;ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES;20;2;27;99;378;2.974,16;4.798,55;1065
